Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Age dependency ratio, young",SP.POP.DPND.YG,Haiti,HTI,55.4983053297417,54.6382499709258,53.7827764602936
"Age dependency ratio, young",SP.POP.DPND.YG,Mexico,MEX,41.4830570154655,40.80464035566,40.1042913046194
"Age dependency ratio, young",SP.POP.DPND.YG,Nicaragua,NIC,48.1287306436384,47.4359008656803,46.7874355911715
"Age dependency ratio, young",SP.POP.DPND.YG,Panama,PAN,42.6807155540779,42.2227361699487,41.741596248431
"Age dependency ratio, young",SP.POP.DPND.YG,Puerto Rico,PRI,27.6522295750014,26.8840064722277,26.1068951384991
"Age dependency ratio, young",SP.POP.DPND.YG,Virgin Islands (U.S.),VIR,32.5507853087777,32.4588321079176,32.3185585806432
"Age dependency ratio, young",SP.POP.DPND.YG,United States,USA,28.8481695718913,28.6943454074234,28.5707014849677
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Argentina,ARG,371511,370164,367796
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Brazil,BRA,1456599,1450273,1438921
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Colombia,COL,367851,370629,372104
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Dominican Republic,DOM,99774,99594,99227
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Ecuador,ECU,162419,163370,164086
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,El Salvador,SLV,56299,56429,56771
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Guatemala,GTM,205145,205798,205636
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Haiti,HTI,126564,126087,125526
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Mexico,MEX,1107701,1093509,1075413
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Nicaragua,NIC,65421,64982,64496
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Panama,PAN,38364,38172,37948
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Puerto Rico,PRI,11139,9055,7272
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,Virgin Islands (U.S.),VIR,575,561,555
"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,United States,USA,1839437,1858277,1889074
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Argentina,ARG,385770,384388,381971
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Brazil,BRA,1527651,1520285,1507430
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Colombia,COL,385354,388505,390290
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Dominican Republic,DOM,104006,103827,103465
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Ecuador,ECU,169827,170912,171780
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,El Salvador,SLV,59101,59219,59563
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Guatemala,GTM,214425,215096,214931
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Haiti,HTI,131133,130847,130544
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Mexico,MEX,1156587,1142716,1125287
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Nicaragua,NIC,68114,67643,67121
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Panama,PAN,40078,39914,39719
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Puerto Rico,PRI,12182,9877,7843
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,Virgin Islands (U.S.),VIR,680,640,598
"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,United States,USA,1924989,1943947,1975211
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Argentina,ARG,370533,368375,367787
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Brazil,BRA,1451087,1432822,1429212
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Colombia,COL,363652,363080,365470
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Dominican Republic,DOM,99468,99074,98958
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Ecuador,ECU,161107,161578,162759
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,El Salvador,SLV,56407,56577,56650
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Guatemala,GTM,201982,200710,201822
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Haiti,HTI,126013,125277,124932
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Mexico,MEX,1110781,1090879,1080863
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Nicaragua,NIC,65594,65330,64957
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Panama,PAN,38361,38117,38055
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Puerto Rico,PRI,12969,10999,9003
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,Virgin Islands (U.S.),VIR,606,606,588
"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,United States,USA,1857392,1899428,1905931
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Argentina,ARG,384696,382423,381843
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Brazil,BRA,1521506,1501169,1497080
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Colombia,COL,380778,380352,383111
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Dominican Republic,DOM,103669,103255,103147
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Ecuador,ECU,168414,168996,170298
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,El Salvador,SLV,59192,59267,59344
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Guatemala,GTM,211097,209724,210884
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Haiti,HTI,130513,130096,129852
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Mexico,MEX,1159925,1140939,1130970
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Nicaragua,NIC,68412,68118,67708
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Panama,PAN,40057,39852,39808
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Puerto Rico,PRI,14071,11745,9619
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,Virgin Islands (U.S.),VIR,707,663,632
"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,United States,USA,1943812,1986603,1992661
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Argentina,ARG,367215,369832,367338
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Brazil,BRA,1432634,1444376,1422486
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Colombia,COL,359155,362971,360951
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Dominican Republic,DOM,98728,99155,98673
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Ecuador,ECU,158955,160942,161411
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,El Salvador,SLV,56531,56217,56528
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Guatemala,GTM,197219,200740,198685
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Haiti,HTI,124997,125163,124347
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Mexico,MEX,1101765,1106887,1085302
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Nicaragua,NIC,65612,65389,65217
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Panama,PAN,38024,38289,38067
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Puerto Rico,PRI,14801,12699,10707
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,Virgin Islands (U.S.),VIR,650,612,618
"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,United States,USA,1916244,1874923,1922813
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Argentina,ARG,381148,383904,381284
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Brazil,BRA,1500520,1513909,1489697
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Colombia,COL,375869,380116,378187
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Dominican Republic,DOM,102863,103317,102816
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Ecuador,ECU,166163,168231,168813
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,El Salvador,SLV,59218,58958,59165
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Guatemala,GTM,206079,209760,207567
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Haiti,HTI,129659,129634,129178
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Mexico,MEX,1152154,1156189,1135693
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Nicaragua,NIC,68544,68307,68099
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Panama,PAN,39726,39984,39801
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Puerto Rico,PRI,15732,13720,11365
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,Virgin Islands (U.S.),VIR,712,703,660
"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,United States,USA,2004955,1961713,2010298
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Argentina,ARG,364198,367020,369125
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Brazil,BRA,1421923,1430874,1437679
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Colombia,COL,357076,359727,362413
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Dominican Republic,DOM,98088,98549,98843
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Ecuador,ECU,157108,159007,160807
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,El Salvador,SLV,56652,56301,56025
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Guatemala,GTM,193647,196748,199549
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Haiti,HTI,124054,124285,124329
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Mexico,MEX,1095219,1100656,1103006
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Nicaragua,NIC,65475,65363,65194
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Panama,PAN,37677,37992,38222
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Puerto Rico,PRI,16421,14452,12422
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,Virgin Islands (U.S.),VIR,683,650,618
"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,United States,USA,1963251,1922727,1891610
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Argentina,ARG,377936,380900,383117
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Brazil,BRA,1487766,1498368,1506355
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Colombia,COL,373537,376538,379605
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Dominican Republic,DOM,102166,102654,102967
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Ecuador,ECU,164227,166201,168076
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,El Salvador,SLV,59281,58973,58730
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Guatemala,GTM,202320,205560,208486
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Haiti,HTI,128815,128855,128761
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Mexico,MEX,1146470,1150967,1152559
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Nicaragua,NIC,68525,68401,68209
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Panama,PAN,39378,39689,39917
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Puerto Rico,PRI,17249,15352,13365
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,Virgin Islands (U.S.),VIR,715,709,699
"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,United States,USA,2053843,2011482,1978604
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Argentina,ARG,361472,364323,366820
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Brazil,BRA,1418285,1423271,1429129
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Colombia,COL,357144,358468,360425
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Dominican Republic,DOM,97540,98002,98370
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Ecuador,ECU,155548,157290,159090
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,El Salvador,SLV,56780,56397,56069
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Guatemala,GTM,191125,193668,196329
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Haiti,HTI,123172,123452,123588
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Mexico,MEX,1090881,1095867,1099561
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Nicaragua,NIC,65203,65193,65125
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Panama,PAN,37325,37676,37968
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Puerto Rico,PRI,17832,16043,14095
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,Virgin Islands (U.S.),VIR,708,680,650
"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,United States,USA,1999585,1962618,1928344
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Argentina,ARG,375043,378034,380658
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Brazil,BRA,1482526,1489051,1496262
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Colombia,COL,373490,375071,377361
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Dominican Republic,DOM,101570,102057,102445
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Ecuador,ECU,162587,164397,166268
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,El Salvador,SLV,59383,59031,58734
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Guatemala,GTM,199665,202322,205103
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Haiti,HTI,127969,128077,128058
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Mexico,MEX,1142608,1146896,1149886
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Nicaragua,NIC,68374,68352,68264
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Panama,PAN,39018,39368,39657
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Puerto Rico,PRI,18620,16870,14967
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,Virgin Islands (U.S.),VIR,718,715,708
"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,United States,USA,2091669,2053064,2016975
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Argentina,ARG,359023,361758,364442
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Brazil,BRA,1421054,1421205,1424635
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Colombia,COL,359089,358995,359987
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Dominican Republic,DOM,97077,97510,97915
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Ecuador,ECU,154259,155788,157501
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,El Salvador,SLV,56928,56514,56140
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Guatemala,GTM,189508,191400,193738
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Haiti,HTI,122337,122653,122865
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Mexico,MEX,1088487,1092422,1096528
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Nicaragua,NIC,64815,64895,64920
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Panama,PAN,36972,37346,37682
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Puerto Rico,PRI,19040,17461,15656
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,Virgin Islands (U.S.),VIR,726,704,677
"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,United States,USA,2026419,1995175,1961102
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Argentina,ARG,372452,375319,378136
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Brazil,BRA,1484084,1485566,1490382
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Colombia,COL,375434,375500,376760
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Dominican Republic,DOM,101066,101522,101948
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Ecuador,ECU,161223,162817,164596
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,El Salvador,SLV,59525,59129,58786
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Guatemala,GTM,197961,199940,202386
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Haiti,HTI,127113,127287,127346
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Mexico,MEX,1140304,1143860,1147427
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Nicaragua,NIC,68105,68176,68184
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Panama,PAN,38650,39029,39365
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Puerto Rico,PRI,19842,18262,16486
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,Virgin Islands (U.S.),VIR,721,719,715
"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,United States,USA,2119629,2087028,2051229
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Argentina,ARG,356808,359346,362040
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Brazil,BRA,1429255,1424315,1424141
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Colombia,COL,362575,361110,360974
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Dominican Republic,DOM,96688,97071,97480
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Ecuador,ECU,153202,154502,156057
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,El Salvador,SLV,57112,56657,56245
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Guatemala,GTM,188610,189850,191726
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Haiti,HTI,121537,121879,122150
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Mexico,MEX,1087616,1090225,1093976
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Nicaragua,NIC,64332,64487,64597
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Panama,PAN,36619,37008,37374
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Puerto Rico,PRI,20071,18696,17080
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,Virgin Islands (U.S.),VIR,736,721,699
"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,United States,USA,2045439,2020977,1989867
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Argentina,ARG,370112,372771,375600
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Brazil,BRA,1491387,1487527,1488653
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Colombia,COL,379007,377611,377667
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Dominican Republic,DOM,100642,101046,101474
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Ecuador,ECU,160098,161457,163075
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,El Salvador,SLV,59715,59265,58880
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Guatemala,GTM,197006,198308,200276
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Haiti,HTI,126238,126475,126612
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Mexico,MEX,1139153,1141743,1145217
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Nicaragua,NIC,67740,67889,67984
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Panama,PAN,38278,38676,39045
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Puerto Rico,PRI,20933,19515,17898
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,Virgin Islands (U.S.),VIR,722,721,719
"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,United States,USA,2139467,2113945,2081314
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Argentina,ARG,354784,357043,359665
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Brazil,BRA,1441916,1431627,1427592
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Colombia,COL,367267,364486,363261
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Dominican Republic,DOM,96366,96679,97066
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Ecuador,ECU,152341,153391,154774
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,El Salvador,SLV,57349,56849,56385
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Guatemala,GTM,188242,188829,190241
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Haiti,HTI,120758,121119,121437
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Mexico,MEX,1087845,1088863,1091977
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Nicaragua,NIC,63776,63992,64170
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Panama,PAN,36270,36663,37050
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Puerto Rico,PRI,20953,19784,18341
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,Virgin Islands (U.S.),VIR,741,732,715
"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,United States,USA,2058332,2041626,2014624
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Argentina,ARG,367972,370340,373096
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Brazil,BRA,1503385,1493875,1491016
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Colombia,COL,383845,381046,379946
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Dominican Republic,DOM,100286,100619,101027
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Ecuador,ECU,159173,160278,161719
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,El Salvador,SLV,59964,59453,59011
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Guatemala,GTM,196598,197224,198715
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Haiti,HTI,125339,125635,125843
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Mexico,MEX,1138748,1140149,1143288
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Nicaragua,NIC,67295,67509,67678
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Panama,PAN,37903,38311,38706
"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,Puerto Rico,PRI,21907,20651,19179
